company,title,location,description,technologies,salary,english,years_of_experience,employment_type,views,appliances
ElifTech,Middle Python Developer,Україна,"Middle Python Developer for Night Support (Long-term)<br><br>We are seeking three Middle Python Developers for night support on a long-term basis, willing to work in shifts.<br><br><b>Important Information:</b><br><br>-The working hours cover the period from 7:00 PM to 9:00 AM Ukrainian time. Candidates who can accommodate the following schedule are preferred:<br>-Every third day from 7:00 PM to 9:00 AM, resulting in 10-11 working shifts per month with flexible days off.<br>-There will be a team of three individuals on this support shift, allowing for mutual exchanges with prior approval from the manager.<br>-Incidents are rare (approximately 1-2 per month), but a quick response (within 30 minutes) and resolution are required.<br><br><b>Candidate Consideration:</b><br><br>Candidates from Ukraine and abroad are welcome. For example, candidates from EST (countries in South America, such as Ecuador) or the USA can apply. This allows candidates to work partially during their daytime and evening-night hours (from 6 PM CET to 8 AM CET, corresponding to 12 PM to 2 AM EST).<br><br><b>Tech Stack:</b><br>Python, Django, Falcon, Docker.<br><br><br><b>English: Upper-Intermediate.</b><br><b>Experience:</b><br>Minimum of 3 years.<br><br><b>Project Overview:</b><br><br>-Collaboration with the public sector in Sweden.<br>-Development of an application for managing household energy consumption.<br>-Users can track their energy consumption, and product gamification encourages clients to reduce energy consumption.<br>-The product utilizes machine learning algorithms to monitor and analyze household energy behavior.<br>-The client has a team of 12 engineers working on the core product during the day, so our role is specifically to provide support.","['Django', 'Machine Learning', 'Docker', 'Python']",,Upper-Intermediate,3,Тільки віддалено,139,31
Piligrim IT,Middle/Senior Python+JS developer,Україна,We are currently seeking a developer for a long-term collaboration from Ukraine and Europe. Our company is engaged in various projects that require skilled and dedicated individuals to contribute their expertise.<br><br>Responsibilities:<br>- Development of the important platform’s components.<br>- Participation in planning and estimation sessions.<br>- Building solutions from scratch.<br>- Transformation of the requirements to a set of unit tests.<br>- Code review.<br><br>Requirements:<br>-Python - experience: 4+ years<br>-Knowledge of JavaScript would be a plus <br>- Excellent communication skills<br><br><br>We offer:<br>- Short hiring process (2 interviews)<br>- Long term contract<br>- freelance projects,"['Code Review', 'Python']",3500-4000,Upper-Intermediate,3,Тільки віддалено,99,27
Cloudy Construction,Middle Python Developer,Велика Британія,"We are looking for a talented Middle Developer with ETL and database skills.<br>Your job is to write and maintain models and regular expressions to process the huge number of applications in the construction industry.<br><br>Please complete the assessment task at https://github.com/built-to-suit/assessment-task - it will take 2-3 hours and you can include it in your portfolio<br><br>The deadline for completion is January 27, 2024. The faster and more efficiently you complete the task, the greater the chance that you will receive an offer.","['GitHub', 'Git']",,Pre-Intermediate,2,Тільки віддалено,194,12
Global17 East,Middle/Senior BE engineer with Python knowledge,Україна(Київ),"We are seeking a seasoned Backend Engineer who possesses a passion for crafting cutting-edge solutions. This role involves contributing to the development of our innovative, startup-like projects leveraging computational science and AI for the automation of construction planning.<br><br><b>We expect you to have</b><br><br>•	<b>2+</b> years of backend development experience in Django or Node.js for commercial applications.<br>•	Strong DB architecture knowledge, at least mySQL language. Other relational or non-relational languages (e.g. no-SQL) is a plus.<br>•	Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3<br>•	User authentication and authorization between multiple systems, servers, and environments<br>•	Understanding fundamental design principles behind a scalable application.<br>•	Experience with containerized applications.<br>•	Familiarity with DevOps processes, including continuous integration and continuous deployment (CI/CD)<br>•	Fluency in English<br>•	B.Sc. in Computer Science or a related field<br><br><b>Nice to have</b><br><br>•	Experience with Python development for commercial applications.<br>•	Experience with test-driven development (TDD) and proficiency in writing unit tests<br>•	Understanding of Python optimization for fast applications with low memory footprint.<br>•	Experience with scalable python development<br>•	Familiarity with C# and .NET development.<br>•	German language skills<br><br><b>What we offer</b><br><br>•	Competitive salary<br>•	Modern open space office in downtown Kyiv with dedicated desk & top technical equipment<br>•	Remote-friendly work environment<br>•	Among other fringe benefits we offer 4 weeks of paid holiday and paid Ukrainian holidays<br>•	Opportunity to co-create disruptive technologies for the construction sector <br>•	We invest in your professional growth and development","['Django', 'SQL', 'Python', 'Automation', 'MySQL', 'DevOps']",,,3,Office або Remote,54,5
Leadsdoit,Middle Python Developer,"Кіпр,    Німеччина,    Іспанія,    Польща,    Португалія","<b>Leadsdoit - успішна performance marketing компанія з українським корінням.</b> Ми займаємося affiliate-monetized проєктами для закордонних та внутрішніх ринків. Створюємо власні мобільні додатки та проєкти, спрямовані на весь світ. <b>Ми зробили неймовірне</b> - топові умови, інфраструктуру та ресурси, а все задля професійної прокачки. <b>А тому, з ким би ти не співпрацював, з нами крутіше :)</b><br><br><b>Розширюємо команду за кордоном та запрошуємо Middle Python Developer</b>, який допоможе зробити наші інтеграції, автоматизації та розробку внутрішніх сервісів ще якісніше та ефективніше!<br>Ми дуже хочемо, щоб ти підійшов нам на всі 100%, тож пробіжімось за списком наших очікувань.<br><br><b>Ми будемо ідеально доповнювати один одного, якщо ти маєш:</b><br>- Комерційний досвід від 2 років у веб-розробці;<br>- Розуміння принципів ООП та як працює протокол HTTP;<br>- Впевнене знання та досвід застосування Python3;<br>- Досвід практичного застосування веб-фреймворків Flask/Django;<br>- Впевнене знання та досвід застосування SQL (оптимізація запитів, проектування невеликих БД);<br>- Впевнене знання та досвід застосування git-систем;<br>- Загальні знання HTML, CSS, JS (буде плюсом досвід з роботи з VueJS, React);<br>- Вміння працювати з чужим кодом;<br>- Перебуваєш у Європі.<br><br><b>Буде перевагою:</b><br>- Досвід роботи з будь-яким офіційним API від Google (gmail, youtube, google ads, etc.);<br>- Досвід роботи з Docker;<br>- Досвід роботи з threading/multiprocess;<br>- Досвід роботи з unittest, pytest;<br>- Досвід роботи з selenium/playwright.<br><br><b>Основні завдання:</b><br>- Розробка web-додатків;<br>- Розробка та підтримка чат-ботів різної складності;<br>- Доопрацювання існуючих проектів;<br>- Самостійне вивчення сторонніх сервісів для інтеграції;<br>- Проектування структури зберігання даних;<br>- Розгорнути сервер на VPS;<br>- Написання документації.<br><br><b>Чому наша команда тобі точно сподобається? Тому, що у нас ти знайдеш:</b><br>Нетривіальні задачі та нові челенджи.<br>Фінансова стійкість - перформенс ревью кожні пів року з моменту завершення випробувального терміну.<br>Найкрутіша команда контенту - заряджена на результат!<br>Власний відділ розробників, дизайнерів, фармерів та баєрів.<br>Можливість втілювати навіть найбожевільніші ідеї.<br>Чесну та професійну команду, яка готова слухати та розуміти, а головне – підтримати тебе у профбезумстві!<br>Кар'єрне зростання - стань тімлідом або відкрий свій напрямок!<br><br><b>Наші цінності:</b><br>Чесність - Завжди прямо та відкрито висловлюємо свою думку. <br>Партнерство та Синергія - Усвідомлюємо важливість взаємовіддачі. Формуємо екологічні взаємини, що базуються на довірі та підтримці. <br>Захопленість - Горимо ідеями та не втрачаємо азарт. Прагнемо розібратися в суті будь-якого питання, бути залученим до його вирішення і стати найкращим із найкращих! <br>Результативність - Результат – наш найкращий друг. Ми знаємо, як досягати мети та впевнено крокуємо шляхом переможців. <br>Любов до цифр - Аргументуємо свої рішення на підставі реальних цифр. Проводимо аналіз та оцифровуємо результати.<br><br>Вражає? :)<br>Тоді швидше відправляй резюме, ми вже чекаємо на тебе!","['Flask', 'Selenium', 'Django', 'SQL', 'Docker', 'Python', 'Git', 'Pytest']",,Intermediate,2,Тільки віддалено,32,7
Trinetix,Middle Python Developer,"Кіпр,    Польща,    Словаччина,    Туреччина,    Болгарія","We are seeking a talented and experienced Python Developer to join our team, focused on working with ChatGPT, AWS GlueJobs, and AWS SageMaker or Azure Cloud Platform tools. The ideal candidate will have a strong background in software development, machine learning, and cloud-based services. The Python Developer will be responsible for building and maintaining applications and infrastructure that leverage ChatGPT and other AI technologies to create innovative solutions for our clients.<br><br>Responsibilities:<br>Develop and maintain applications using Python, with a focus on integrating ChatGPT, AWS GlueJobs/Azure Functions and other.<br>Design, build, and deploy machine learning models.<br>Implement ETL processes using AWS GlueJobs/Azure Functions to process and transform large datasets.<br>Collaborate with cross-functional teams to define, design, and ship new features and enhancements.<br>Optimize applications for maximum performance, scalability, and maintainability.<br>Troubleshoot, debug, and resolve software defects and issues.<br>Keep up-to-date with the latest industry trends and technologies to ensure the software is current and competitive.<br>Provide technical guidance and support to other team members.<br>Write clean, maintainable, and well-documented code.<br>Participate in code reviews and contribute to improving code quality.<br><br>Requirements:<br><br>- 2+ years of experience in software development using Python<br>- Hands-on experience with AWS services or Azure Cloud Platform<br>- Strong understanding of machine learning concepts, NLP, and ChatGPT<br>- Experience in building, training, and deploying machine learning models<br>- Familiarity with ETL processes and data transformation<br>- Strong knowledge of web services, API development, and RESTful APIs<br>- Proficient understanding of code versioning tools, such as Git<br>- Excellent problem-solving skills and attention to detail<br>- Strong verbal and written communication skills.<br>- Basic knowledge of frameworks and libraries such as Pandas, FastAPI, SpaCy, etc.<br><br>Preferred Qualifications:<br>Experience working with other AI and NLP technologies, such as OpenAI's GPT family, Azure OpenAI, PyTorch or related.<br>Knowledge of containerization and orchestration technologies, such as Docker and Kubernetes.<br>Familiarity with agile development methodologies, such as Scrum or Kanban.","['Azure', 'Machine Learning', 'Code Quality', 'PyTorch', 'Code Review', 'Kanban', 'Docker', 'Python', 'Git', 'RESTful API', 'Scrum', 'Containerization', 'Kubernetes', 'FastAPI', 'Scalability', 'Lean', 'Orchestration', 'Pandas', 'Agile']",,Upper-Intermediate,2,Office або Remote,44,14
SFox GmbH,Middle Python Developer with Experience in ML/NLP frameworks,"Чехія,    Польща,    Португалія,    Словаччина,    Україна","Looking for middle Python Developer with Experience in ML/NLP frameworks<br><br>On behalf of our client in Sweden, we’re looking for skilled remote Fullstack developer.<br><br>You will work for a software company based in Lund, Sweden with their AI products. We explain, build and implement AI solutions. Founded late 2020 with IP that has been under development since 2015 with 30+ man-years invested in R&D of our four products: Titus, Aiida, Siegfried and Papageno. Highly specialized team focusing on applied ML & Data Science with extensive backend, frontend, mobile dev & information security expertise.<br><br>Product example you will work on is: A digital assistant that will revolutionize the way you process your files, including invoices, receipts and other types of important documents. With the help of artificial intelligence, The assistant automates your workflows — providing you and your business time for more value bringing tasks.<br><br>Another product will be one that delivers insights and recommendations on client level, in a SWOT format, derived from large accounting and financial data sets combined with publicly available data.<br><br>We look forward to share more information to you in an interview.<br><br>The must have's are as follows:<br>- professional development with python for minimum 3 years, API's and micro service creation<br>- professional machine learning experience for minimum 1 year, including setting up models in production with pipeline and continuous learning feedback<br>- deep personal interest in the AI fields of NLP/NLU, large language models as well as computer vision<br>- bachelors degree in computer science, engineering, math or equivalent field (can be discussed if obvious competence and references exists)<br><br>The nice-to-have's:<br>- dev ops knowledge, kubernetes, docker, CI/CD, terraform, message queues...<br>- cloud provider competence: GCP, Azure, AWS<br>- professional frontend development with react.js for minimum 2 years, implemented figma designs in webapps used in production, basic UX skills enabling good UI production and efficient user interactions<br>- professional mobile app development with react.native and/or flutter - expo.dev knowledge is an extra plus<br>- masters degree computer science, engineering, math or equivalent field (can be discussed if obvious competence and references exists)","['Azure', 'Machine Learning', 'Docker', 'Python', 'Git', 'Data Science', 'Kubernetes', 'Mobile app development']",3000-4500,Upper-Intermediate,3,Тільки віддалено,111,21
Boosty Labs,Middle Python Developer,Україна,"<b>Project information/About the client:</b><br>A cloud GPU rental platform, that provides cost-effective access to a diverse range of GPU servers, including NVIDIA A100s, RTX A6000s, RTX 4090s, and upcoming H100s. Users can run high-performance computing applications on state-of-the-art devices at reduced prices. The platform allows quick setup of GPU clusters by creating an account, adding funds, and launching a Virtual Machine (VM) within minutes. Supporting both Ubuntu and Windows, the Ubuntu installations come with pre-packaged tools like TensorFlow and PyTorch, while Windows machines, popular for cloud gaming, are accessible via RDP with Parsec preinstalled.<br><br><b>Project Stack:</b> ReactJS, Python FastAPI. PostgreSQL<br><br><b>Team on the project:</b> International team from US/Europe, developer will mostly interact with client’s CTO<br><br><br><b>Requirements:</b><br>•3+ years of experience with Python<br>•Experience with Python frameworks and libraries such as FastAPI, sqlalchemy, and asyncio<br>•Experience with Amazon Web Services (AWS) and REST API<br>•Upper-Intermediate English<br><br><br><b>Responsibilities:</b><br>•Work on APIs between client’s different data centers <br>•General Python development work on an ongoing basis<br>•Work around virtualization and documentation<br><br><br><b>What we offer:</b> <br>•Flexible working format (remote, office, or mix)<br>•Flexible working hours<br>•Informal and friendly atmosphere<br>•The ability to focus on your work: a lack of bureaucracy and micromanagement<br>•20 paid vacation days<br>•7 paid sick leaves<br>•Education reimbursement<br>•Free English classes<br>•Psychologist consultations<br><br><b>Recruitment process:</b> Recruitment Interview - Technical Interview - Test Task","['SQLAlchemy', 'REST API', 'PyTorch', 'SQL', 'Python', 'PostgreSQL', 'FastAPI', 'TensorFlow']",,Upper-Intermediate,3,Office або Remote,107,32
Sunrise Technology,Middle Python,Україна,"Ми запрошуємо молодшого розробника Python для участі у створенні високоякісних та ефективних програмних рішень. Вимоги включають базові знання Python, бажання вивчати нові технології та роботи з фреймворками. <br><br>Технології та Фреймворки:<br><br>Мова програмування: Python<br>Веб-фреймворки: Flask, Django (бажано)<br>Бази даних: SQLite, PostgreSQL<br>Версійний контроль: Git<br>Що пропонуємо:<br><br>Конкурентоспроможна зарплата та система премій.<br>Можливість навчання та професійного росту.<br>Участь у захоплюючих проектах та дружня атмосфера у колективі.","['Flask', 'Django', 'SQL', 'SQLite', 'Python', 'Git', 'PostgreSQL']",2000-3500,,1,Гібридна робота,305,149
AI Pickles,Middle Python Developer,Україна,"We are looking for a passionate, energetic Python developer who will successfully deliver solutions for our customers due to their business goals.<br><br><br>General requirements:<br>3+ year of experience as Python developer;<br>Strong knowledge in network applications development. APIs, REST, HTTP, OSI model, etc<br>Experience in unit testing<br>Experience in at least one of frameworks - Django, FastAPI, Flask, ...<br>Simple understanding of web development (HTML, CSS, JavaScript)<br>Strong knowledge in data storages and data searching - PostgreSQL, ElasticSearch, Redis<br>Good understanding of AMQP - mostly we use RabbitMQ<br>Understanding of async features in Python<br>Agile, Scrum, Kanban, basic Linux skills, GIT, Jira, … as a must for idustry<br>Knowledge of software design, development, and delivery cycle;<br>Ability to investigate and analyze information and to draw conclusions;<br><br>Would be a plus:<br>Experience and passion of neural networks and tools - PyTorch, TensorFlow, Pandas, numpy, etc.<br>Background in math<br>Middle or strong FrontEnd skills (AngularJS, ReactJS, etc.)<br>Any DevOps skills<br>Understanding QA principles and approaches; <br>Analysis, problem-solving, team, conflict management and time management skills;<br><br>Your main responsibilities are:<br>Develop APIs using one of Python frameworks<br>Participate in architecture and solution design<br>Cover tasks, stories, applications with tests and maintain tests coverage within the given range<br>Suggest solutions for user stories<br>Bug fixing<br>Participate in estimation and planning process with as a part of the team<br>Consistently deliver high-quality code<br><br>What we offer:<br>Paid vacations and sick leaves<br>Flexible working hours aligned with your schedule<br>Competitive salary according to your qualification and skills<br><br>Why choose us:<br>To work in a team of professionals who dedicated to improve ourselves and solutions every next iteration<br>To get experience in AI/ML/Neural networks solutions<br>Our company are really interested in your professional growth since we are really young team","['Flask', 'Django', 'PyTorch', 'SQL', 'Kanban', 'Python', 'Git', 'PostgreSQL', 'Unit Testing', 'Scrum', 'NumPy', 'Unit testing', 'FastAPI', 'DevOps', 'TensorFlow', 'Pandas', 'Agile']",,,2,Тільки віддалено,124,27
Inquatro,Looking Middle Python Developer,Україна,"Looking Middle Python Developer<br><br>We are seeking a highly skilled and with excellent communication skills Python developer to join our dynamic team. As a Python back-end developer, you will play a critical role in the development and maintenance of our web applications and microservices.<br><br><br>Requirements<br><br>✔️ Proficiency in Python (3-4 years of experience)<br>✔️ Strong knowledge of FastAPI, Flask, Django, Celery, Pytest<br>✔️ Knowledge of Nginx, WebSocket<br>✔️ Proficient in design architecture of complex web applications/platforms <br>✔️ Hands-on experience with GCP/Azure, AWS services<br>✔️ Experience with databases (PostgreSQL, MySQL, SQLAlchemy)<br>✔️ Familiarity with Gitlab CI/CD, Docker <br>✔️ High attention towards performance optimizations, system scalability, availability, and application stability<br><br><br>Will be a plus<br><br>✔️ Knowledge of JavaScript (basic level)<br><br><br>Languages<br><br>✔️ Spoken English - at least Upper-Intermediate (B2)<br><br><br>Responsibilities<br><br>✔️ Design, develop, and maintain Python-based applications<br>✔️ Collaborate with cross-functional teams to deliver high-quality software solutions<br>✔️ Identifying and resolving cloud environment issues<br>✔️ Monitoring system performance and enhancing software for scalability and efficiency","['Flask', 'Databases', 'SQLAlchemy', 'Azure', 'Celery', 'Django', 'SQL', 'Microservices', 'Docker', 'Python', 'Git', 'PostgreSQL', 'MySQL', 'GitLab', 'Pytest', 'Monitoring', 'FastAPI', 'Scalability', 'WebSocket']",,Upper-Intermediate,3,Тільки віддалено,86,24
ISI Technology,Middle Python Developer,Україна,"Необхідні навички<br><br>3+ years of professional experience in Python development<br>3+ years of professional experience: PostgreSQL, Django Rest<br>Working Experience with DRF 3.X, Celery, AIO Http<br>Additional knowledge with Redis, Mongo, WebSockets, ElasticSearch<br>Deployment Experience: Nginx, Supervisor, Git.<br><br>Буде плюсом<br><br>Angular JS, 2+ FrameWork<br><br>Пропонуємо<br><br>— Paid Vacation — 20 days a year<br>— Sick Days — 5 days a year<br>— Medical Insurance<br>— Gym membership or sports compensation — so you can stay active and in shape :)<br>— Conferences/special online courses and events reimbursement<br>— English as a Second Language<br>— Flexible Schedule<br>— Team building and corporate activities<br>— High Skilled and High Motivated Team.<br>— Be able to put some inputs in the business logic of the features that you will develop<br><br>Обов’язки<br><br>1. Design, implement, test, and maintain new features such as:<br>2. Efficiency algorithms in dispatching/ Searching functionality and employees availability to improve client’s business processes and improve their efficiency.<br>3. Scheduling part and implementing alert systems to notify our clients about critical situations within their business.<br>4. Invoicing, Billing, and Price calculation<br>5. User Management<br>6. API connectivity with driver/ passenger applications<br>7. Maintain high-quality code<br>8. Maintain software stability<br>9. API connections with the third-party services.<br>10. Maintain Scalability Within the Software<br><br>Про проєкт<br><br>iSi Technology has over 7 years of experience providing services in the USA market within the Non-Emergency Medical Transportation industry.<br>Over the past few years, we have successfully implemented software that fully automates all business processes for NEMT companies, including Dispatching, Scheduling, Billing, Invoicing, Driver Applications, and Passenger Connectivity. This advancement has propelled us to become a leader in the NEMT software industry, catering to the largest fleets in both the USA and Canada.<br>We proudly serve more than 700 companies. We have 3 offices: our main office in Buffalo, along with locations in Miami and Dnipro, Ukraine.<br>At iSi Technology, we are not reliant on external investors or investment funds. As a self-growing enterprise, we hold our employees and their work in high regard.<br>Do you want to talk to the owners? — No Problem! Our company operates with zero bureaucracy.<br>If you are interested in collaborating with us in the USA for a few weeks, we readily welcome it.<br>We are proud of our Ukrainian and USA teams!<br>We cannot guarantee an easy interview process, but we assure you that the effort is worthwhile.<br>Main Website — iSi-technology.com<br>routegenie.com<br>nybillpro.com<br>claimgenix.com<br>healthguardtech.com<br>Homecare software — upcoming<br>Clock In Clock Out system — upcoming<br>NVR monitoring system — upcoming<br>School Bus Software — on the road map for 2024-2025","['Celery', 'Django', 'SQL', 'Python', 'Git', 'PostgreSQL', 'Monitoring', 'Scalability', 'WebSocket', 'WebSockets']",1500-3000,Intermediate,3,Тільки віддалено,121,34
Kozak Agency,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,"<b>We are looking for a Python Developer for an outstaff project.</b><br><br><b>About the project:</b> it is a legal technology tool that lets lawyers use everyday words to make changes to documents instantly and accurately. The project’s mission is to make legal work less annoying, boring, and frustrating<br><br><b>Client’s location: EST time zone<br>Start date: in 2-3 weeks<br>Workload: full-time<br>Duration: 3-6 months</b><br><br><b>Requirements:</b><br>- Minimum 3 years of experience developing web applications using React<br>- Solid understanding of the following programming languages: TypeScript, JavaScript, and Python<br>- Additional experience with: React development with functional components; REST API architecture, construction, and consumption<br>- Advanced Microsoft Word<br>- Upper-Intermediate English<br><br><b>Preferred:</b><br>- Machine Learning: Building and managing training datasets for intent detection and training models<br>- Microsoft Word Add-In Design<br>- PostgreSQL experience<br>- Python libraries (i.e. Flask, Marshmallow)<br><br><b>We offer:</b><br>- cooperation with a stable company with well-established processes and a positive atmosphere;<br>- experience in project management of different levels of complexity, methodology, and approaches;<br>- flexible schedule: Mon-Fri (8 hours a day);<br>- a decent level of remuneration with regular reviews of the results of cooperation;<br>- corporate library for self-development;<br>- extensive loyalty program.","['Flask', 'REST API', 'Machine Learning', 'SQL', 'Python', 'PostgreSQL']",,Upper-Intermediate,3,Тільки віддалено,46,8
Itera Research,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна(Харків),"We are looking for an experienced Middle Python Developer ready to join our team and contribute to an innovative project in the tourism and hospitality industry. Our platform connects travel agency managers and hoteliers by providing a user-friendly booking system and travel marketplace. If you have an analytical mind, the ability to find solutions independently, and experience with Python, Django, Vue.js, and Docker, we are waiting for you!<br>60% back-end and 40% front-end.<br><br>Responsibilities:<br><br>— Developing and integrating new functionality for our platform using Python, Django, Django REST Framework, Vue.js, and Docker<br><br>— Designing and optimizing the user interface to improve the user experience<br><br>— Testing and debugging new features and troubleshooting potential issues<br><br>— Making suggestions to optimize and improve the system<br><br>Requirements:<br><br>— Development experience using Python and Django<br><br>— Experience working with Django REST Framework to create APIs<br><br>— Knowledge of Vue.js for frontend interface development<br><br>— Ability to work with Docker to deploy and manage the application<br><br>— Analytical mindset and ability to find solutions to complex problems<br><br>— Excellent communication skills and ability to ask the right questions<br><br>Will be plus:<br><br>— Material Design system","['Django', 'Docker', 'Python']",,Intermediate,2,Office або Remote,85,16
GlobalLogic,Middle Python/Machine Learning Software Engineer,Україна,"Job Description<br>We are looking for a software engineer with solid Python background, to join the core team responsible for the client's company vision data refinery flow. The team is aiming to make data accessible for deep learning and ferature teams, working on Autonomous Driving solution.<br><br>Required competencies:<br>Data engineering/science experience (including tools such as databases, processing pipelines, etc.)<br>Python (strong OOP, algorithms, data structures, design patterns,<br>functoools, itertools, threading, multiprocessing, collections, concurrent, futures)<br>Python data processing toolkit (numpy, scipy, pandas)<br>Computer vision (deep learning will be a plus)<br>Linux<br>Docker<br>Git<br><br>Job Responsibilities<br>Contribute to various activities related to vision data refinery. Some examples:<br><br>Implementing and extending tools for automatic checking of raw data and annotations quality<br><br>Automation of the data exchange with annotation companies<br>Data curation (gathering data into collections according to requirements of deep learning and feature teams)<br>Development and monitoring function/feature KPIs (how changes in data influence function/feature performance and quality)<br><br>Improving speed and efficiency of data and training pipelines<br>Implementing a dashboard for monitoring data collection, storage, and annotation<br>Development of microservices/API toward external users<br>Department/Project Description<br>Zenseact aims to make safe and intelligent mobility real for everyone, everywhere. We develop the complete software stack for ADAS and AD, from sensing to actuation. Our focus is to build a single cutting-edge software platform to serve various levels of autonomy and offer unequaled scalability at the same time. The head office is in Gothenburg, Sweden. Zenseact’s first self-driving deployment will be launched on the next-generation vehicle platform from Volvo Cars.<br><br>Self-driving cars, when real, is estimated to reduce fatal car accidents by more than 85%, saving more than 50,000 persons from dying in car accidents caused by human errors each year. We feel that is a goal worth pursuing.<br><br>But technology, software, tools, and datasets would not mean much without the best people behind the wheel to drive them. At Zenseact, some five hundred of the best engineering minds globally, stationed across two continents, are collaborating with the same passion: to bring autonomous driving to the streets for real and create a safer journey for everyone. This is part of our culture and how we work, develop and grow together. <br><br>Zenseact has a flexible and modern approach, thus, is happy to offer its employees the possibility for a combination of work at the office and from home. <br><br>Apart from your skillset, your mindset will take you even further. With a genuine team-playing attitude and a high feeling of responsibility and thoroughness, you will quickly thrive and grow in your role. We have space for your ambition to mentor others by sharing your knowledge in software craftsmanship.<br><br>We strive for a T-shaped competence profile for all team members, so every member must be open to work on all topics relevant for the team while still fostering their special expertise.","['Databases', 'Microservices', 'Docker', 'Python', 'Automation', 'Git', 'NumPy', 'Monitoring', 'Scalability', 'Data Engineering', 'Pandas', 'Deep Learning']",,Upper-Intermediate,3,Тільки віддалено,301,113
Codify,Middle Strong Python Dev,"Україна,    Ізраїль,    Кіпр","Codify is a Professional Software Development Powerhouse. Codify provides expert consulting, development and infrastructure services. We work on projects of different scales: from websites and mobile apps to enterprise systems and software solutions.<br><br>Our client is stealth-mode Cyber Security startup after a successful seed funding round, backed by top-notch investors. With three co-founders holding strong track records in sales, product, and technology from leading companies in the industry, we are on a mission to solve a significant challenge in how cyber security teams consume data in enterprise companies. With new offices in central Tel Aviv and a development team eager to take us to the next phase.<br><br>We are looking for a skilled Phyton Developer to join us in making our vision a reality. If you are passionate about innovative problem-solving and want to play a pivotal role in building something from the ground up, we would love to speak with you about joining our team!<br><br>What are we looking for?<br>We are seeking a highly motivated and experienced Dev to oversee our Integration Engineering team. The ideal candidate should possess a growth mindset, a pragmatic and can-do attitude, and a relentless commitment to engineering excellence. As a key member of our team, you will contribute not only to the success of our projects but also to our team culture, fostering an environment of collaboration and growth.<br><br>What will you do?<br>Your primary focus will be on overseeing the architecture, design, and implementation of our multi-disciplinary cloud-native software platform. You will work closely with cross-functional teams to ensure the seamless integration of various systems and components, while also driving the team to performance and growth. <br><br>Additionally, you will collaborate with other team leaders and stakeholders to align engineering efforts and drive overall project success.<br>What experience or knowledge should you bring?<br><br> Bachelors degree in Computer Science, Software Engineering, or a relevant field (or equivalent practical experience)<br> Strong proficiency in the Python ecosystem and previous hands-on experience as an Integration Software Engineer<br> Demonstrated experience leading and managing a team of engineers, providing technical guidance, and fostering a collaborative environment<br> Proven expertise in working with REST/GQL APIs and integrating various systems and services<br> Familiarity with distributed systems, containerization, and modern DevOps practices (e.g., K8S, Docker, CI/CD)<br> Excellent English communication skills, both written and verbal, to effectively collaborate with cross-functional teams and stakeholders offshore<br><br>It would be great if you also have:<br> Experience working in startups or fast-paced environments<br> Previous experience in a company known for its engineering excellence<br> Strong knowledge of agile methodologies and project management practices<br><br>If you meet these qualifications and are excited about the opportunity to lead a talented team of Integration Engineers, we encourage you to apply and become an integral part of our dynamic organization.","['Docker', 'Python', 'Containerization', 'DevOps', 'Agile']",,,3,Тільки віддалено,94,10
COMPARUS UA,Middle Python Developer,Україна(Дніпро),"Наша співпраця передбачає роботу тільки в офісі в місті Дніпро!<br><br>Ми — продуктова команда, що створює додаток, здатний вилучати та структурувати дані зі сканованих чи фотодокументів.<br><br>Ми пропонуємо:<br>- повне технічне оснащення (MacBook, додатковий монітор, комфортне робоче місце)<br>- роботу тільки з передовими технологіями<br>- 8-годинний робочий день, без овертаймів<br>- компенсацію лікарняних, відпусток<br>- часткову компенсацію за спортзал<br>- часткову компенсацію сертифікацій і конференцій<br>- часткову компенсацію за заняття англійською/німецькою<br><br>Задачі:<br>- впровадження мікросервісів з нуля<br>- впровадження алгоритмів обробки документів<br>- конфігурація взаємодії мікросервісів<br><br>Навички, необхідні для роботі з продуктом:<br>- глибоке знання Python 3<br>- досвід створення RESTful Web Services<br>- досвід роботи з design service API (OpenAPI Swagger contracts)<br>- досвід роботи з Docker<br>- досвід роботи з Kubernetes (OpenShift)<br>- досвід роботи з Tesseract OCR<br>- рівень розмовної/письмової англійської мови Intermediate/B1+<br><br>Ці навички стануть у нагоді:<br>- коммерційний досвід і розуміння архітектури програми<br>- розуміння, що таке штучний інтелект<br>- знати, що таке нейронні мережі, машинне навчання, аналіз даних<br>- досвід роботи з будь-якими інструментами та фреймворками з відкритим кодом для глибокого навчання<br>- навички налаштування MinIO<br>- досвід роботи з реляційними та іншими БД (OracleDB, Postgresql, Mongo, etc)<br>- налаштування та використання Redis<br>- досвід роботи з Kafka<br>- досвід обробки PDF<br>- організаторські здібності<br><br>Етапи спілкування за вакансією:<br>1. Діалог з Recruiter у форматі переписки (обговорюються виключно найважливіші питання)<br>2. Online call: 15 хв перевірка рівня English, 30 хв детальне обговорення вакансії з Recruiter<br>3. Технічна співбесіда з Team Lead та потенційним Tech onboarding guide (60-90 хв)<br>* етапи можуть змінюватись в ході спілкування, але завжди лише з метою можливої подальшої співпраці","['SQL', 'Docker', 'Python', 'PostgreSQL', 'Kubernetes', 'Swagger']",,Intermediate,2,Тільки офіс,140,5
